agcy_name,org_name,org_name_level,id_number,location,title,name_of_incumbent,type_of_appt,type_of_appt_full,pay_plan,pay_plan_full,level_grade_or_pay,tenure,expires
DEPARTMENT OF LABOR,,,13809,"Washington, DC",Deputy Assistant Secretary for Veterans Employment and Training Services (Policy),Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS,1,13810,"Washington, DC",Assistant Secretary for Congressional and Intergovernmental Affairs,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF LABOR,,,13811,"Washington, DC",Deputy Assistant Secretary,James J Wheeler,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13812,"Washington, DC",Deputy Assistant Secretary,Michael R Downing,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13813,"Washington, DC",Chief of Staff for Operations,John Patrick Walsh,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13814,"Washington, DC",Senior Advisor,James Blazer,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13815,"Washington, DC",Senior Legislative Officer,Robert Rische,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13816,"Washington, DC",Senior Legislative Officer,Sharon Utz,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13817,"Washington, DC",Senior Legislative Officer,David McFadden,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13818,"Washington, DC",Senior Legislative Officer,Adam Turner,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13819,"Washington, DC",Senior Legislative Officer,Brian Maves,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13820,"Washington, DC",Senior Legislative Officer,Aaron Krejci,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13821,"Washington, DC",Legislative Officer,Bradley Thomas,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
DEPARTMENT OF LABOR,,,13822,"Chicago, IL",Regional Representative,Christopher Eric Hagerup,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13823,"Denver, CO",Regional Representative,Jonathan Kent Finer,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13824,"San Francisco, CA",Regional Representative,Jeffrey Earle Stone,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13825,"Atlanta, GA",Regional Representative,Ruth Sherlock,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13826,"New York, NY",Regional Representative,Allie Schroeder,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13827,"Kansas City, MO",Regional Representative,Kevin Corlew,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13828,"Boston, MA",Regional Representative,Peter Steele,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13829,"Washington, DC",Case Officer,Jacob Smith,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
DEPARTMENT OF LABOR,,,13830,"Washington, DC",Case Officer,Joseph Gollinger,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
DEPARTMENT OF LABOR,,,13831,"Washington, DC",Senior Legislative Officer,Margarita A Almanza,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,EMPLOYMENT AND TRAINING ADMINISTRATION,1,13832,"Washington, DC",Assistant Secretary for Employment and Training,John P Pallasch,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF LABOR,,,13833,"Washington, DC",Deputy Assistant Secretary,Matthew F Hunter,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13834,"Washington, DC",Senior Advisor,Jonathan J Blyth,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13835,"Washington, DC",Deputy Assistant Secretary and Chief of Staff,Amy Simon,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13836,"Washington, DC",Deputy Chief of Staff,Bronte Wigen,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF LABOR,,,13837,"Washington, DC",Senior Counsel,Shawn Michael Packer,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13838,"Washington, DC",Senior Policy Advisor,Robert  Jordan Richardson,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF LABOR,,,13839,"Washington, DC",Senior Policy Advisor,Charles Drummond,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13840,"Washington, DC",Special Assistant,John Kashuba,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13841,"Washington, DC",Special Assistant (Events and Operations),Katie Renee Lagomarsino,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF LABOR,,,13842,"Washington, DC",Special Assistant,James Blohm,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
DEPARTMENT OF LABOR,,,13843,"Washington, DC","Administrator, Office of Management and Administrative Services",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13844,"Washington, DC","Administrator, Office of Workforce Investment",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13845,"Washington, DC",Deputy Assistant Secretary,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,EMPLOYEE BENEFITS SECURITY ADMINISTRATION,1,13846,"Washington, DC",Assistant Secretary for Employee Benefits Security,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF LABOR,,,13847,"Washington, DC",Principal Deputy Assistant Secretary,Jeanne Wilson,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13848,"Washington, DC",Chief of Staff,Timothy Cummings,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13849,"Washington, DC",Senior Policy Advisor,Monica Mcguire,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13850,"Washington, DC",Senior Policy Advisor,Rebecca Cole,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13851,"Washington, DC",Policy Advisor,Trevor Carlsen,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF LABOR,,,13852,"Washington, DC",Special Assistant,Matthew Mullins,SC,Schedule C Excepted Appointment,GS,General Schedule,7,,
DEPARTMENT OF LABOR,,,13853,"Washington, DC",Administrative Officer,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,1,13854,"Washington, DC",Assistant Secretary for Occupational Safety and Health,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF LABOR,,,13855,"Washington, DC",Principal  Deputy Assistant Secertary,Loren E Sweatt,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13856,"Washington, DC",Chief of Staff,Krisann Pearce,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13857,"Washington, DC",Special Assistant,Brian Walsh,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
DEPARTMENT OF LABOR,,,13858,"Kansas City, MO",Safety and Health Administrator - Kansas City,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13859,"Washington, DC",Deputy Assistant Secretary,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13860,"Boston, MA",Regional Administrator - Boston,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13861,"Washington, DC","Director, Office of Whistleblower Protection Program",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13862,"San Francisco, CA",Regional Administrator - San Francisco,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13863,"Dallas, TX",Regional Administrator,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13864,"New York New York, NY",Regional Administrator - New York,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13865,"Atlanta, GA",Regional Administrator - Atlanta,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13866,"Philadelphia, PA",Regional Administrator - Philadelphia,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13867,"Washington, DC","Director, Directorate of Enforcement Programs",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13868,"Chicago, IL",Regional Administrator - Chicago,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13869,"Denver, CO",Regional Administrator - Denver,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13870,"Washington, DC","Director, Directorate of Standards and Guidance",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13871,"Washington, DC",Director of Technical Support and Emergency Management,Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13872,"Washington, DC","Director, Directorate of Cooperative and State Programs",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,OFFICE OF DISABILITY EMPLOYMENT POLICY,1,13873,"Washington, DC",Assistant Secretary for Disability Employment Policy,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,,
DEPARTMENT OF LABOR,,,13874,"Washington, DC",Chief of Staff,Patrick Mannix,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,BUREAU OF LABOR STATISTICS,1,13875,"Washington, DC",Commissioner of Labor Statistics,William  Warren Beach,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,IV,4 Years,
DEPARTMENT OF LABOR,,,13876,"Washington, DC",Economic Advisor to the Commissioner,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,BUREAU OF INTERNATIONAL LABOR AFFAIRS,1,13877,"Washington, DC",Deputy Undersecretary for International Affairs,Martha E Newton,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13878,"Washington, DC",Chief of Staff,Grant B Lebens,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13879,"Washington, DC","Director, Office of Child Labor, Forced Labor Human Trafficking",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13880,"Washington, DC",Associate Deputy Undersecretary for International Affairs (Policy and Management),Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13881,"Washington, DC","Director, Office of Trade and Labor Affairs",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS,1,13882,"Washington, DC","Director, Office of Federal Contract Compliance Programs",Craig Leen,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13883,"Washington, DC",Deputy Director Office of Federal Contract Compliance Programs,Robert Gaglione,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13884,"Washington, DC",Senior Policy Advisor,Matthew Mimnaugh,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13885,"Washington, DC",Senior Policy Advisor,Valerie Maloney,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF LABOR,,,13886,"Washington, DC","Deputy Director, Office of Federal Contract Compliance Program",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13887,"Washington, DC","Director, Division of Program Operations",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13888,"Washington, DC",Director of Enforcement,Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,OFFICE OF LABOR-MANAGEMENT STANDARDS,1,13889,"Washington, DC","Director, Office of Labor-Management Standards",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13890,"Washington, DC",Senior Policy Advisor,Geoffrey Macleay,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13891,"Washington, DC",Policy Advisor,Russell Brown,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13892,"Washington, DC",Special Assistant,William Kovacs,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF LABOR,,,13893,"Washington, DC",Special Assistant,Edward Valentine,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
DEPARTMENT OF LABOR,OFFICE OF WORKERS COMPENSATION PROGRAMS,1,13894,"Washington, DC","Director, Office of Workers Compensation Programs",Julia K Hearthway,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13895,"Washington, DC",Senior Policy Advisor,Michael Vovakes,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13896,"Washington, DC",Policy Advisor,Christopher Mcguinn,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF LABOR,,,13897,"Dallas, TX","National Admin of Field Operations, Division of Coal Mine Workers Compensation",Career Incumbent,CA,Career Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,,,13898,"Washington, DC","Director, Longshore and Harbor Workers' Compensation",Vacant,,none included,ES,Senior Executive Service,,,
DEPARTMENT OF LABOR,WOMEN'S BUREAU,1,13899,"Washington, DC",Director of the Women's Bureau,Laurie Todd Smith,PA,Presidential Appointment (without Senate Confirmation),SL,Senior Level,,,
DEPARTMENT OF LABOR,,,13900,"Washington, DC",Senior Advisor,Erica Nurnberg,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF LABOR,,,13901,"Washington, DC",Chief of Staff,Jillian  Rogers,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF LABOR,,,13902,"Washington, DC",Special Assistant,Hannah Fritz,SC,Schedule C Excepted Appointment,GS,General Schedule,9,,
DEPARTMENT OF LABOR OFFICE OF INSPECTOR GENERAL,,,13903,"Washington, DC",Inspector General,Vacant,PAS,Presidential Appointment with Senate Confirmation,IG,none included,,,
DEPARTMENT OF STATE,OFFICE OF THE SECRETARY,1,13904,"Washington, DC",Secretary of State,Michael Pompeo,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,I,,
DEPARTMENT OF STATE,,,13905,"Washington, DC",Counselor,Thomas-Ulrich Brechbuhl,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF STATE,,,13906,"Washington, DC",Senior Advisor to the Secretary,Mary Kissel,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF STATE,,,13907,"Washington, DC",Advisor to the Secretary,Toni Porter,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF STATE,,,13908,"Washington, DC",Special Assistant,Kathryn Donnell,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF STATE,,,13909,"Washington, DC",Special Assistant,Victoria Lynn Ellington,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF STATE,,,13910,"Washington, DC",Staff Assistant (Scheduler),Christine Ruth Fisher,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
DEPARTMENT OF STATE,,,13911,"Washington, DC",Special Representative for Iran,Brian Hook,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF STATE,,,13912,"Washington, DC",Special Representative for Venezuela,Elliott Abrams,TA,Limited Term Appointment,ES,Senior Executive Service,,,2022-05-25T00:00:00Z
DEPARTMENT OF STATE,,,13913,"Washington, DC",Special Presidential Envoy for Arms Control,Marshall S Billingslea,TA,Limited Term Appointment,ES,Senior Executive Service,,,2020-10-31T00:00:00Z
DEPARTMENT OF STATE,,,13914,"Washington, DC",Special Presidential Envoy for Hostage Affairs,Roger Carstens,PA,Presidential Appointment (without Senate Confirmation),EX,Executive Schedule,,,
DEPARTMENT OF STATE,,,13915,"Washington, DC",Deputy Special Presidential Envoy for Hostage Affairs,Christopher C Pratt,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF STATE,,,13916,"Washington, DC",White House Liaison,Nilda Pedrosa,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF STATE,,,13917,"Washington, DC",Senior Advisor,Nicholas Stewart,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF STATE,,,13918,"Washington, DC",Senior Advisor,John McInnis,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
DEPARTMENT OF STATE,,,13919,"Washington, DC",Deputy White House Liaison,Brittney May,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF STATE,,,13920,"Washington, DC",Special Assistant,Gabriel Luke Noronha,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF STATE,,,13921,"Washington, DC",Special Assistant,Danielle M Stoebe,SC,Schedule C Excepted Appointment,GS,General Schedule,12,,
DEPARTMENT OF STATE,,,13922,"Washington, DC",Special Assistant,Sara Elizabeth Grove,SC,Schedule C Excepted Appointment,GS,General Schedule,11,,
DEPARTMENT OF STATE,OFFICE OF THE DEPUTY SECRETARY,3,13923,"Washington, DC",Deputy Secretary of State,Stephen Biegun,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,II,,
DEPARTMENT OF STATE,,,13924,"Washington, DC",Special Advisor,Jennifer Ehlinger,SC,Schedule C Excepted Appointment,GS,General Schedule,14,,
DEPARTMENT OF STATE,OFFICE OF THE DEPUTY SECRETARY FOR MANAGEMENT AND RESOURCES,3,13925,"Washington, DC",Deputy Secretary of State for Management and Resources,Vacant,PAS,Presidential Appointment with Senate Confirmation,EX,Executive Schedule,II,,
DEPARTMENT OF STATE,OFFICE OF U.S. FOREIGN ASSISTANCE,3,13926,"Washington, DC",Director,James L Richardson,NA,Noncareer Appointment,ES,Senior Executive Service,,,
DEPARTMENT OF STATE,,,13927,"Washington, DC",Special Advisor,Martha Van Lieshout,SC,Schedule C Excepted Appointment,GS,General Schedule,13,,
DEPARTMENT OF STATE,OFFICE OF THE COUNSELOR,3,13928,"Washington, DC",Senior Advisor,Clara Kyim,SC,Schedule C Excepted Appointment,GS,General Schedule,15,,
